Current_Occupancy,Queue_Main_In,Queue_Entrance,Queue_Main_Out,Green_T1,Green_T2,Green_T3
30,7,7,11,26,40,25
49,0,18,14,10,60,12
2,12,8,23,26,46,16
23,23,1,2,59,12,11
35,8,2,20,24,60,10
63,13,10,11,10,59,10
4,6,16,0,23,11,60
43,9,8,5,11,59,12
34,23,17,16,38,26,26
28,2,11,20,11,54,31
33,25,1,13,58,28,12
5,28,15,9,50,14,23
44,15,14,6,10,60,12
9,11,0,22,31,58,10
9,19,3,23,37,48,12
55,24,11,18,10,60,10
59,26,0,2,12,59,11
20,20,10,21,34,35,15
48,15,5,30,12,60,11
29,5,3,5,32,36,18
33,8,2,8,42,39,10
10,24,12,1,60,11,31
28,25,4,7,60,19,11
64,11,1,29,12,58,11
45,3,18,24,10,60,10
50,15,3,16,12,60,10
23,14,15,19,24,34,26
26,6,14,1,27,11,60
40,26,2,1,12,60,10
13,25,20,6,43,10,33
26,11,14,6,31,15,42
54,9,9,11,10,60,12
25,10,8,25,22,52,16
2,28,16,24,38,33,23
10,18,7,17,39,35,17
58,19,14,18,10,60,12
29,15,3,8,52,26,11
61,24,16,13,10,58,12
29,24,11,15,44,28,19
59,3,5,20,10,59,12
32,28,15,8,48,12,27
10,2,4,27,10,60,10
50,12,12,15,10,60,10
29,26,6,28,41,41,11
3,6,16,19,13,41,33
19,22,16,30,30,37,22
43,29,4,16,10,58,12
49,8,4,2,11,60,12
42,2,17,13,11,58,10
18,30,8,8,56,14,13
39,15,12,26,10,60,10
15,19,18,21,31,31,28
63,20,13,24,11,60,11
49,10,12,19,10,60,10
56,12,16,3,12,60,10
17,6,4,26,14,60,11
45,2,9,11,10,60,10
48,10,1,30,11,60,10
29,17,12,25,30,42,19
33,2,5,21,10,60,14
16,3,1,6,28,52,10
60,30,8,19,10,60,10
51,24,16,3,10,60,10
17,26,11,24,36,34,15
63,4,7,14,11,60,12
37,5,0,30,10,60,11
34,21,5,14,49,33,10
28,14,5,13,40,36,14
60,23,9,9,10,59,10
37,22,20,27,10,58,12
27,19,11,16,39,32,20
45,3,8,5,10,58,11
7,15,15,21,28,39,27
46,14,17,26,12,58,10
5,24,12,10,45,20,23
4,24,4,0,59,10,11
64,1,14,21,11,59,12
46,28,3,4,10,59,10
50,19,8,16,12,60,12
63,1,14,17,10,58,11
4,14,10,28,22,48,17
36,5,12,24,12,60,12
33,2,12,7,11,30,51
34,26,12,7,53,15,25
31,2,13,13,10,39,41
27,0,5,18,11,59,17
61,23,13,23,10,59,10
23,25,14,19,40,28,23
49,28,19,20,11,58,10
39,24,17,11,10,60,12
3,5,1,26,12,60,12
1,7,6,15,21,49,18
64,8,12,5,10,60,10
55,13,4,11,12,60,10
42,7,4,4,10,58,10
0,2,19,23,10,47,40
58,0,8,21,11,60,11
13,12,1,27,28,59,12
65,15,12,2,10,60,11
48,24,7,27,10,60,12
10,4,3,25,13,58,12
42,20,10,1,11,60,10
31,7,10,23,16,52,22
28,26,8,1,59,10,20
37,2,12,7,10,60,10
35,23,17,21,31,31,26
22,24,4,13,51,29,10
58,6,16,29,10,60,10
9,26,19,10,41,18,30
14,29,2,21,49,36,12
42,0,6,27,12,58,10
10,22,9,13,45,25,17
52,28,12,16,12,58,10
2,27,16,6,50,13,28
55,27,2,5,10,60,10
0,28,0,25,47,41,12
46,2,0,1,10,60,10
7,10,0,2,60,14,10
9,11,12,23,21,47,22
27,16,16,20,29,34,29
52,16,5,1,12,60,10
47,9,6,1,10,60,12
8,16,4,19,34,41,11
36,5,15,10,12,60,10
47,14,18,26,12,59,10
11,28,7,25,41,37,10
20,14,0,1,60,11,11
41,16,16,17,11,59,11
11,28,2,11,59,22,12
61,18,8,12,10,60,10
12,5,14,10,14,31,44
43,23,5,20,12,60,10
40,26,18,17,10,60,10
61,7,17,8,10,60,11
55,4,10,3,11,59,10
16,15,19,16,27,29,33
23,14,17,8,31,20,41
49,21,11,7,10,59,10
16,26,12,11,46,21,22
44,0,14,12,10,58,10
63,1,3,19,10,59,10
56,17,10,2,10,60,12
62,2,3,23,12,60,10
26,1,20,1,10,10,60
25,7,9,23,18,52,18
48,5,8,5,10,60,12
36,28,13,18,10,60,10
26,6,0,10,31,56,10
23,14,0,14,46,43,10
35,2,6,0,23,10,60
26,30,5,1,59,11,12
54,9,11,3,10,60,10
5,14,6,17,32,43,15
60,27,17,3,10,59,11
28,7,5,19,19,53,12
43,4,20,24,10,60,11
34,9,20,21,14,36,34
32,6,15,4,22,12,56
19,15,20,11,30,19,39
23,10,16,7,28,17,44
19,12,5,8,44,30,20
65,16,3,28,12,58,12
64,16,6,6,10,58,10
9,18,0,9,59,28,10
8,15,4,9,50,28,10
34,25,2,23,46,43,10
41,21,11,9,10,60,10
51,29,13,23,12,60,11
58,2,16,0,10,60,10
26,27,2,2,60,11,11
53,22,7,28,10,59,10
58,22,11,13,12,60,10
4,6,5,24,17,60,10
14,30,18,4,51,10,29
18,7,1,28,15,60,10
62,24,20,2,10,60,10
45,29,18,15,10,60,10
19,22,6,19,44,38,11
29,2,14,3,11,16,60
56,25,0,5,10,59,10
39,9,7,11,10,60,10
58,27,7,6,10,59,12
47,13,16,3,10,60,10
10,0,13,30,12,60,25
24,15,5,9,45,29,15
46,27,4,17,11,60,11
23,14,15,24,25,40,24
55,27,12,10,12,58,11
10,10,3,18,28,53,10
17,18,13,15,35,30,24
18,26,20,11,43,17,31
41,18,10,1,10,58,10
46,13,13,2,10,60,10
56,25,20,1,11,60,11
15,18,17,28,23,42,22
9,19,3,28,34,51,10
59,9,0,19,11,60,11
54,19,10,25,10,58,10
32,26,4,15,50,30,10
9,29,19,24,34,28,25
14,0,3,29,10,60,10
25,16,3,2,60,10,12
43,22,12,22,11,60,12
53,1,5,26,10,59,10
56,12,1,16,10,58,10
15,7,5,5,35,24,27
19,29,10,25,42,35,14
17,5,4,7,30,39,23
42,6,19,15,10,58,12
0,22,7,9,50,20,14
63,12,18,25,10,60,10
59,0,18,19,12,60,12
38,2,8,23,11,59,10
52,4,20,8,10,58,11
22,16,13,8,39,21,31
65,6,9,22,12,58,11
19,4,16,9,13,25,47
2,22,11,6,49,14,24
2,13,9,11,36,30,23
8,13,7,23,28,49,14
35,28,3,29,43,42,10
14,17,0,10,56,34,10
46,10,11,12,10,59,11
2,1,16,30,11,58,30
54,22,5,27,12,60,11
56,30,17,13,12,58,10
54,15,5,3,11,60,10
22,29,8,16,50,27,15
53,6,16,10,10,60,11
57,6,18,22,10,59,12
27,9,4,28,17,58,10
57,23,20,7,11,60,11
62,14,2,27,10,60,11
16,29,7,28,41,39,10
57,4,16,10,10,60,10
33,19,2,10,55,30,10
3,18,5,28,29,47,10
24,30,6,10,56,17,13
29,23,13,19,37,30,21
21,23,8,11,47,24,15
52,6,0,6,10,59,10
60,19,1,2,10,60,10
10,4,8,26,11,60,16
62,29,15,0,10,59,12
35,11,12,22,22,44,26
25,16,2,26,30,53,11
28,16,0,16,44,43,10
15,13,7,10,38,30,19
1,22,11,2,56,10,29
13,3,13,13,10,39,41
24,2,1,25,10,60,12
29,19,19,7,36,14,38
24,27,8,7,57,16,19
12,19,10,18,38,34,17
48,4,11,22,11,60,10
3,23,13,30,33,41,18
56,20,7,0,11,58,11
56,6,3,3,10,58,10
19,5,7,3,29,20,40
41,28,11,17,10,60,11
10,18,7,12,43,27,17
16,17,18,25,26,35,28
7,27,9,12,48,21,17
40,1,15,29,10,60,12
14,7,13,1,29,10,57
31,23,12,21,37,33,19
23,0,14,19,11,51,37
51,15,10,23,10,58,11
14,8,1,3,60,23,10
1,28,18,0,55,10,33
22,23,15,19,35,29,22
3,5,10,21,12,54,23
55,15,8,24,10,60,10
65,0,0,12,11,60,10
39,6,0,18,12,58,10
4,4,12,22,11,54,30
18,3,11,16,10,47,31
27,2,20,5,12,16,60
56,17,8,19,10,60,10
65,18,2,27,11,58,11
65,0,7,27,10,60,11
37,21,0,29,12,58,10
18,19,5,5,59,14,16
59,0,11,5,12,59,10
5,23,1,22,43,43,10
23,27,7,22,42,34,11
37,11,7,17,10,60,11
47,9,14,17,11,58,11
27,1,2,15,11,60,10
20,3,12,28,10,57,26
61,6,18,18,10,59,10
11,10,10,12,26,35,26
65,12,5,3,12,59,10
58,7,14,22,10,60,12
48,10,19,0,10,60,10
20,8,11,2,36,10,45
3,19,20,5,37,10,39
51,22,10,25,12,58,10
48,9,8,0,10,60,10
22,3,1,20,10,58,11
54,15,10,19,10,59,10
43,27,7,3,12,59,10
14,27,7,13,50,26,15
41,22,8,3,10,60,10
1,4,1,27,13,60,10
26,18,8,19,34,39,14
40,21,3,18,10,58,12
2,2,12,11,10,39,41
0,1,0,5,13,60,10
18,13,15,1,38,10,48
51,27,15,5,10,60,10
13,26,8,18,45,31,11
15,29,12,1,58,10,26
11,20,3,10,55,27,12
15,16,10,26,26,43,15
38,7,0,17,10,60,10
41,19,20,1,10,59,10
30,21,20,18,32,27,31
33,24,11,19,40,33,18
32,30,5,5,59,12,12
36,1,8,10,10,60,10
14,4,15,14,10,40,38
56,0,20,1,12,60,10
30,7,7,18,20,49,18
0,6,8,18,14,49,23
63,15,2,11,11,60,11
63,29,5,25,11,60,10
50,21,10,4,12,60,10
22,22,10,14,42,27,21
50,27,20,28,10,60,11
56,30,8,5,10,58,10
59,1,17,21,12,60,10
20,28,19,10,42,17,29
65,16,10,24,10,60,12
41,14,5,10,11,58,12
56,9,6,26,11,60,10
47,29,2,20,11,58,11
0,4,20,11,10,28,53
31,25,17,20,36,31,23
10,14,12,3,42,10,36
60,8,2,6,11,60,10
2,13,13,17,27,35,28
1,8,0,10,39,48,12
48,28,12,22,10,59,10
3,13,9,23,23,44,20
3,4,6,21,11,59,17
9,25,18,27,31,34,22
28,22,17,20,34,31,27
26,7,15,6,23,18,49
34,25,8,16,47,31,12
36,21,0,7,12,59,10
4,30,6,12,55,20,10
7,13,13,19,26,40,27
48,30,0,21,10,58,12
8,22,18,23,33,32,23
15,1,12,6,10,28,57
27,21,14,3,47,10,31
3,9,19,8,24,19,48
31,3,0,16,12,60,10
8,9,9,14,23,40,27
64,11,6,29,10,60,10
26,14,10,27,25,45,16
19,17,19,9,34,16,39
0,19,13,1,51,10,33
28,24,7,5,60,12,19
15,8,0,0,60,12,10
55,10,14,3,10,60,11
22,8,16,22,13,42,33
53,20,3,2,10,59,10
26,13,16,24,20,39,28
9,10,8,22,21,50,19
5,24,1,8,60,21,10
53,14,5,3,11,58,11
42,14,13,11,10,60,10
11,27,18,6,46,10,29
29,4,8,10,17,42,31
33,28,6,18,46,31,10
26,3,18,0,10,10,60
61,1,10,17,10,59,10
6,4,18,2,17,11,60
62,19,16,13,12,59,10
1,29,14,19,40,29,21
30,13,18,18,21,31,31
30,26,4,10,60,23,10
38,22,7,6,11,60,10
0,21,0,20,44,43,10
40,27,11,23,12,60,10
51,10,20,9,10,58,11
65,28,2,28,10,59,11
17,8,2,10,38,47,10
32,2,0,15,10,58,12
37,26,15,2,12,60,11
53,23,5,13,10,60,10
25,9,13,8,27,25,37
50,5,15,19,12,60,12
6,29,6,25,41,36,10
18,10,2,24,26,59,10
10,25,18,11,42,20,30
35,14,15,27,23,41,26
49,5,20,24,12,60,11
52,2,16,8,12,60,10
42,24,18,1,10,60,10
25,15,2,24,33,51,12
65,10,6,26,10,59,10
52,27,12,25,11,59,10
64,10,14,20,11,60,10
39,3,17,28,12,58,11
59,2,16,10,10,58,12
33,6,20,19,10,39,42
42,15,0,29,10,60,11
21,8,3,8,38,38,13
61,20,14,1,11,60,11
52,18,7,26,12,60,10
21,5,17,1,19,10,60
9,21,9,5,53,13,24
13,17,20,0,39,10,46
9,27,19,30,33,34,23
22,28,8,6,60,12,15
60,28,10,4,11,60,10
32,4,5,3,29,24,39
51,0,1,24,12,59,10
58,4,6,28,10,60,10
1,26,8,19,44,33,11
52,7,12,19,10,59,10
63,26,20,1,10,60,10
22,13,10,10,35,27,29
40,27,16,19,10,58,11
16,21,15,23,31,34,23
26,0,16,7,11,28,58
27,20,4,27,36,48,10
48,6,20,18,10,60,10
42,26,10,17,10,60,10
8,3,19,1,10,10,60
61,22,9,19,12,59,10
49,12,2,0,10,59,10
36,23,1,16,12,59,12
59,25,2,6,12,60,11
31,29,13,4,55,12,25
2,11,7,4,43,17,28
23,3,14,16,10,43,37
2,29,17,12,47,20,24
45,9,12,27,10,60,10
51,10,4,3,10,60,11
12,9,8,24,18,52,15
48,14,14,20,11,60,12
50,1,4,19,10,60,11
58,20,10,9,10,58,10
27,13,4,30,23,58,11
40,14,3,16,10,59,11
55,18,13,28,11,60,11
64,23,13,1,10,59,12
58,23,6,24,10,60,10
27,12,15,14,28,32,31
24,15,19,8,32,19,42
33,7,19,20,15,37,35
52,8,13,25,10,60,11
23,21,7,18,41,34,15
40,20,9,15,11,60,10
24,19,2,8,59,22,10
14,15,2,27,28,56,10
53,7,16,10,10,58,12
46,24,19,15,10,59,10
14,1,16,30,11,56,31
15,8,0,25,23,60,12
58,19,9,27,12,60,10
61,3,15,18,10,58,10
63,25,0,10,10,60,12
19,11,8,9,34,26,27
56,5,5,29,12,60,10
29,19,10,3,52,12,29
63,15,0,26,11,60,10
25,26,1,8,60,21,11
13,22,13,20,35,32,22
8,3,7,6,18,35,38
30,12,9,20,26,43,20
62,29,8,23,10,60,12
19,3,11,0,19,12,60
8,13,15,25,23,43,24
20,10,20,13,20,25,39
11,11,9,24,24,49,19
17,29,5,6,60,11,12
33,21,7,23,38,41,14
40,11,7,5,10,60,10
33,23,11,21,36,34,19
56,12,14,0,10,60,10
15,10,18,9,26,20,41
26,11,1,10,45,39,10
30,15,10,1,51,10,32
54,24,6,8,11,59,12
23,12,18,10,26,22,41
53,13,9,10,10,59,10
36,20,11,24,10,60,11
7,22,13,22,36,36,18
62,29,17,24,10,60,12
46,27,17,14,10,58,10
10,28,10,4,60,12,22
16,18,0,29,32,57,10
62,23,19,23,12,60,10
30,4,17,30,10,54,30
27,12,8,4,44,17,31
8,19,0,1,59,10,10
40,12,6,15,10,60,10
18,13,11,29,20,49,16
9,29,5,3,58,10,10
17,4,10,26,11,59,21
50,22,2,3,12,60,10
20,25,9,25,39,37,13
52,20,9,29,10,60,12
4,15,13,19,28,37,26
12,16,12,21,27,37,21
34,16,1,4,60,15,10
43,13,3,19,10,60,12
6,2,16,25,11,54,32
26,2,18,23,11,50,35
58,3,6,20,10,60,10
16,10,3,8,43,35,10
11,19,9,29,29,44,12
17,17,16,12,33,26,34
3,27,8,23,42,36,12
33,15,17,10,30,21,38
65,20,13,4,10,60,10
58,5,0,0,10,59,10
2,29,18,16,42,22,23
40,26,2,4,11,60,10
38,19,15,14,12,60,10
61,20,0,19,11,60,10
14,13,5,30,26,55,10
46,12,5,2,10,60,12
26,3,12,2,17,10,59
12,18,18,14,31,26,31
64,8,17,29,12,60,10
25,29,17,11,45,17,28
30,26,15,1,54,11,34
45,15,15,14,12,58,10
17,10,15,0,38,12,52
34,27,9,15,48,26,15
33,5,12,24,12,51,28
36,17,1,22,10,58,11
59,26,4,8,10,60,10
7,24,18,24,34,31,23
7,8,12,16,21,42,32
40,30,7,16,10,60,10
22,28,19,21,36,28,27
16,28,19,11,42,16,31
3,2,16,6,10,21,60
25,18,19,14,29,22,31
45,5,7,27,11,60,10
44,2,13,2,12,60,11
20,4,8,28,10,59,20
6,0,11,17,10,56,33
27,29,9,26,42,38,12
0,8,9,3,36,12,40
65,20,9,0,10,60,10
20,12,6,4,51,18,25
62,26,1,29,10,58,10
58,7,11,26,10,60,12
1,5,6,15,19,50,19
60,18,4,13,10,59,10
26,25,17,9,43,14,29
9,8,9,1,42,11,46
16,30,16,30,37,33,19
23,23,12,30,31,43,18
34,10,1,22,27,59,10
27,18,6,18,40,40,13
42,9,2,4,10,60,10
35,26,7,0,60,11,17
59,24,19,0,10,58,10
42,29,4,22,10,60,12
45,13,8,23,11,59,10
6,0,15,2,10,12,59
34,20,5,30,31,50,10
2,16,8,28,25,50,14
26,26,4,12,53,23,11
16,6,0,21,20,58,11
10,4,6,14,13,54,21
21,24,1,17,50,35,11
33,1,5,30,10,60,14
63,29,19,10,10,59,10
63,18,16,28,10,60,10
49,7,4,27,12,60,10
46,29,10,3,10,59,10
63,19,3,9,11,60,12
58,24,4,0,12,60,11
6,22,6,11,50,25,11
54,28,1,4,11,60,10
20,3,0,18,10,59,10
46,10,19,1,11,59,10
29,25,16,7,47,15,29
53,30,9,24,12,60,10
38,18,2,22,11,60,11
31,18,18,7,39,15,37
5,10,10,20,23,46,24
26,27,5,16,50,29,12
38,20,16,10,12,60,10
26,28,19,27,34,33,21
26,7,6,1,45,10,38
5,14,16,16,27,33,29
64,4,15,15,10,59,10
13,30,12,16,47,23,17
37,10,17,3,11,60,10
56,22,2,29,10,58,11
54,12,0,10,12,59,11
43,9,19,11,10,59,10
50,5,11,9,10,59,12
15,11,7,19,27,48,16
30,29,5,12,54,22,10
12,28,9,0,59,10,23
10,30,15,11,50,17,26
14,15,3,1,59,10,13
46,14,16,2,11,60,10
13,12,1,9,50,34,10
49,0,5,6,10,60,10
3,25,5,4,60,10,14
4,20,5,18,41,36,10
20,16,8,6,49,16,22
47,6,12,21,12,60,11
34,30,1,5,60,14,10
59,9,6,18,12,60,10
44,11,19,25,10,60,10
22,7,13,5,24,18,48
44,8,9,25,10,58,10
23,10,3,12,36,44,12
31,18,6,1,60,11,22
6,22,12,25,34,36,19
26,15,17,0,42,10,49
37,6,14,21,10,60,10
14,13,6,21,28,45,14
41,17,18,18,10,60,12
11,17,15,13,34,26,29
60,17,3,10,10,60,10
26,23,3,5,60,15,12
62,7,13,8,11,60,10
45,16,14,21,12,60,12
4,22,12,30,29,40,15
9,19,3,1,60,10,12
13,23,16,4,50,10,32
24,17,9,26,30,46,17
44,22,5,18,10,58,10
52,15,18,30,10,59,12
10,14,4,1,60,11,17
12,5,8,3,26,15,43
59,29,19,21,11,60,10
30,13,16,8,33,18,36
5,29,16,19,40,26,23
43,1,11,18,10,60,11
5,19,10,15,39,30,21
37,25,9,23,10,58,12
0,15,4,20,36,48,11
47,8,11,23,10,58,12
27,21,10,15,41,30,20
18,6,16,23,11,47,33
59,12,3,4,12,60,10
50,12,17,8,10,60,11
41,18,17,10,10,58,10
2,12,13,15,25,32,30
16,0,18,17,12,44,44
8,12,8,3,44,10,31
38,22,2,30,10,58,10
36,22,3,1,11,58,10
57,20,4,3,11,60,12
13,11,7,22,25,51,14
56,6,17,2,10,60,12
41,0,1,5,12,59,10
17,5,6,28,10,60,13
56,7,14,3,10,60,11
9,24,0,5,60,17,11
5,20,8,5,52,12,21
59,12,4,0,11,58,10
51,1,2,27,12,60,10
15,30,6,8,60,16,12
41,24,18,27,10,58,10
64,0,5,19,11,60,11
27,7,17,23,11,45,30
36,4,19,25,10,58,11
32,10,7,14,28,42,22
4,3,9,29,10,60,21
63,0,4,7,10,60,10
61,15,5,2,12,60,10
20,21,17,27,29,39,21
10,17,1,21,41,47,11
22,20,17,9,41,17,32
18,6,14,1,25,10,60
12,0,18,10,10,34,59
4,25,1,8,59,23,10
43,5,18,10,11,60,10
61,5,6,19,10,60,10
54,9,1,13,11,60,11
25,0,18,4,11,15,60
38,5,5,14,10,60,10
20,3,17,5,10,18,59
29,23,1,30,38,49,12
4,29,20,22,36,25,23
57,30,6,3,10,60,11
54,30,2,14,10,58,10
3,15,11,17,32,36,24
35,23,15,20,34,32,23
26,0,11,12,10,48,45
48,12,2,15,10,60,10
56,19,20,16,12,60,10
9,30,15,29,34,35,18
38,10,2,29,10,60,12
59,29,16,15,11,60,10
3,23,20,26,28,31,25
62,22,9,20,10,59,11
58,28,7,1,11,60,11
64,27,3,27,10,60,11
59,9,8,0,10,58,10
45,7,14,9,11,58,10
63,20,7,14,10,58,10
59,17,18,23,10,60,10
64,2,0,26,10,60,12
20,6,19,15,14,32,42
62,14,7,26,12,60,10
58,20,11,13,10,58,12
38,30,19,3,12,58,10
49,14,7,26,10,58,11
27,7,8,20,18,49,22
34,29,14,0,60,10,28
14,4,5,26,11,60,10
0,20,7,15,42,34,15
30,10,12,11,26,31,31
43,10,20,11,10,59,10
37,18,16,18,12,58,12
32,18,12,5,47,10,28
5,20,2,22,40,44,11
31,8,8,14,25,42,22
13,4,2,12,19,60,10
18,8,0,7,48,41,10
25,6,9,0,34,10,55
65,25,4,3,10,60,10
59,18,11,1,10,60,12
16,11,5,1,60,12,25
42,25,12,10,12,60,11
62,25,14,2,11,60,12
47,1,5,20,11,59,12
25,17,4,22,36,48,10
35,12,14,9,30,23,38
42,14,20,0,10,60,10
23,12,14,3,36,10,44
29,16,5,5,56,16,19
13,0,8,20,10,60,24
1,17,2,8,54,28,10
20,16,17,21,26,35,28
24,19,11,23,30,39,18
46,0,15,14,10,58,11
14,19,3,30,32,53,10
60,13,20,6,12,60,10
23,15,5,17,36,42,13
29,7,6,10,28,41,23
45,8,5,11,10,60,12
8,18,14,25,29,39,23
8,16,8,11,42,28,18
2,22,4,3,59,11,14
54,30,4,0,10,58,12
21,12,18,30,19,47,25
45,13,16,16,10,60,10
0,13,11,1,46,10,40
25,19,6,26,32,45,10
23,0,18,12,10,36,55
59,17,12,6,10,58,10
61,1,18,30,10,60,10
54,28,17,2,10,60,12
21,2,5,13,11,57,21
20,6,17,2,22,12,59
13,26,20,1,48,11,36
1,18,11,6,45,13,30
34,21,8,21,39,35,12
14,27,5,4,58,10,14
1,0,0,18,10,60,12
9,2,18,19,12,43,40
48,14,1,0,10,60,11
31,13,7,22,29,48,14
21,27,12,11,50,20,23
16,17,10,1,53,12,30
44,10,20,2,12,58,10
61,26,7,20,10,60,11
46,3,6,12,11,58,10
34,6,7,29,10,58,17
7,6,18,24,11,44,31
4,26,4,2,58,12,10
7,29,6,8,60,17,13
58,16,11,2,10,59,10
52,28,18,1,10,60,10
56,26,20,4,10,58,10
38,11,17,2,10,59,10
22,24,10,2,60,12,27
13,7,6,26,14,60,11
48,29,14,23,10,60,10
11,14,18,16,25,30,32
1,14,8,14,36,36,19
47,20,12,22,12,58,10
26,17,14,13,32,24,28
15,14,3,7,50,28,11
45,27,13,4,10,59,10
10,2,15,18,11,46,39
11,27,20,23,36,27,23
18,11,3,11,41,41,12
18,30,6,25,42,36,10
17,17,4,11,46,31,10
34,20,16,26,29,39,22
33,30,7,28,41,37,10
47,9,9,3,10,60,10
7,19,11,14,40,26,23
25,8,18,12,19,26,44
52,3,8,21,10,59,10
59,9,2,26,10,58,11
39,14,4,19,10,58,11
49,29,6,15,11,60,10
50,4,18,6,10,59,10
10,3,11,13,10,42,35
64,13,11,26,11,58,10
3,4,2,25,11,58,10
5,20,5,19,39,37,10
63,9,1,20,10,58,10
29,26,12,9,48,17,20
17,11,17,10,27,22,42
59,2,8,1,11,60,10
54,20,4,26,10,59,10
48,28,9,25,10,59,10
51,12,17,26,12,60,10
8,28,1,1,60,10,10
63,10,10,24,10,60,11
25,27,8,29,35,42,11
20,0,7,1,10,11,60
19,26,10,28,36,40,15
7,25,1,8,60,23,10
11,20,5,15,47,31,13
50,14,6,8,10,60,10
55,9,0,24,10,58,10
30,19,3,25,36,46,10
25,20,2,3,59,10,11
7,29,12,7,53,14,23
13,6,8,5,30,21,38
34,29,9,2,60,10,18
52,26,12,20,10,60,10
30,1,0,11,11,58,10
55,0,3,6,10,60,12
11,21,13,14,37,25,23
12,0,13,19,10,55,34
4,20,11,17,39,31,21
17,24,12,29,35,41,14
19,28,20,22,34,30,23
40,26,19,0,10,60,10
65,11,8,5,10,60,10
33,10,11,12,27,30,32
29,4,17,17,11,38,42
24,28,5,7,60,14,12
51,12,19,13,11,60,10
32,20,18,9,38,16,33
59,22,6,24,12,59,10
52,21,3,22,12,60,10
5,19,1,21,39,47,12
36,22,6,11,12,60,12
38,8,18,1,10,60,10
57,26,7,3,11,59,10
59,21,0,3,10,59,10
38,1,12,18,12,58,11
28,11,1,27,26,60,12
43,10,16,21,10,60,10
26,27,4,17,51,32,10
56,22,7,17,10,60,10
45,8,12,1,10,59,10
30,28,4,15,53,30,11
58,28,9,25,10,60,10
35,24,0,28,43,47,12
50,7,9,12,11,59,11
56,5,14,22,11,60,10
42,16,10,3,10,60,10
59,19,15,15,12,59,10
8,17,11,26,26,45,17
19,30,13,6,53,12,21
4,26,1,9,60,22,12
15,28,1,5,58,15,12
18,5,6,1,36,10,44
40,21,16,3,12,60,12
39,24,12,25,10,60,10
15,13,4,2,58,10,18
56,21,8,25,10,59,11
27,16,19,11,31,20,38
22,21,9,17,42,33,17
34,0,0,29,12,60,10
37,25,2,0,10,60,12
56,26,18,23,11,58,11
29,9,1,20,26,58,12
30,25,9,2,60,11,22
33,8,19,22,16,42,32
22,14,10,30,24,50,17
58,4,1,15,10,59,10
19,1,2,19,11,60,11
2,1,5,15,10,59,23
55,29,1,15,12,60,11
61,21,15,4,11,59,12
24,22,5,7,60,16,15
62,10,6,20,10,58,10
43,5,9,17,10,60,10
17,21,12,20,37,31,19
41,20,9,13,10,60,10
20,5,16,16,12,37,39
45,16,5,3,10,60,11
17,16,6,22,34,46,14
46,6,0,14,10,59,10
6,26,6,21,43,35,10
24,18,16,11,36,23,33
18,15,18,28,21,40,27
61,10,5,12,10,60,10
26,1,9,26,11,60,23
34,30,13,0,58,11,29
47,27,0,22,10,60,10
42,7,5,13,11,60,12
34,27,16,27,35,33,21
51,11,11,20,10,58,10
54,8,9,0,10,58,11
58,26,8,0,12,60,12
51,22,0,18,10,60,10
15,8,9,9,27,30,29
32,15,7,7,46,20,21
16,4,8,0,29,10,60
35,19,1,14,48,36,10
55,14,2,27,12,60,10
21,16,5,21,32,46,10
12,23,1,9,58,24,12
25,9,10,8,32,28,32
64,20,12,25,10,60,10
22,10,2,23,23,57,12
39,26,7,0,10,60,10
4,4,12,9,15,34,41
1,17,2,15,47,37,11
19,26,5,10,59,20,10
28,30,16,30,34,36,18
28,18,17,16,32,27,28
57,16,18,1,10,58,10
32,24,7,7,57,18,16
43,22,0,28,10,60,12
31,26,18,10,41,17,29
9,15,1,15,41,43,10
50,27,5,4,12,60,12
43,28,13,29,10,60,12
24,23,11,16,41,27,20
51,28,12,22,10,60,10
5,4,11,9,14,34,42
9,12,18,13,23,27,39
46,17,19,6,10,60,10
41,20,19,9,11,60,11
34,18,2,20,41,44,10
53,4,13,5,10,60,11
33,28,2,16,52,33,10
48,11,4,12,12,60,12
48,28,9,16,11,58,10
63,5,1,4,10,60,10
33,20,2,20,40,44,10
13,8,18,15,15,34,41
54,22,12,27,10,60,10
24,10,10,18,22,42,25
32,30,3,7,60,13,10
33,23,19,1,47,10,40
51,26,8,8,12,60,10
63,0,17,2,10,60,10
53,26,19,22,10,60,10
6,19,6,3,60,10,21
15,0,13,15,10,46,42
58,15,11,2,10,58,10
40,3,17,17,12,60,10
1,27,1,11,59,27,12
55,25,8,19,10,59,10
16,8,4,1,55,11,28
39,23,17,14,11,58,11
47,27,19,23,10,58,10
41,22,12,10,10,60,11
51,24,17,8,11,60,10
8,10,3,26,24,60,11
21,27,13,30,33,36,15
28,6,18,25,13,43,35
55,13,9,30,10,60,11
12,22,17,12,38,20,29
47,15,2,7,12,59,10
46,2,19,0,10,60,10
32,12,19,18,20,34,32
61,13,0,22,12,60,10
9,6,12,0,30,10,60
16,28,9,15,50,26,16
32,4,10,30,12,60,22
64,27,15,15,10,59,12
2,5,10,8,18,30,37
8,25,11,23,39,34,15
9,18,12,1,54,10,32
18,30,20,9,45,15,32
5,13,5,10,43,34,14
48,26,2,23,10,60,12
60,17,17,30,10,58,11
54,18,18,4,12,60,10
47,29,0,4,11,60,11
37,8,4,30,11,59,11
59,18,10,22,11,60,10
16,13,0,3,60,17,10
4,4,11,26,10,57,24
39,16,13,4,12,59,10
